"Time (s)"	"Acceleration (m/sÂ²)"
4.336487025E1	5.731148422E-2
4.340502125E1	9.204043686E-2
4.344517325E1	-2.680480599E-2
4.348532425E1	1.361290276E-2
4.352547525E1	1.276774621E-1
4.356562625E1	5.942232907E-2
4.360577725E1	4.400789917E-2
4.364592825E1	4.356935799E-2
4.368608025E1	1.107813478E-1
4.372623125E1	1.071981740E-1
4.376638225E1	6.393988788E-2
4.380653325E1	9.478453517E-2
4.384668425E1	1.302619314E-1
4.388683525E1	5.047901273E-2
4.392698625E1	7.277736962E-2
4.396713738E1	-2.122013032E-2
4.400728837E1	1.066415191E-2
4.404743938E1	6.754235744E-2
4.408759038E1	4.838220119E-2
4.412774138E1	8.743692398E-2
4.416789238E1	8.803860247E-2
4.420804438E1	2.007524550E-2
4.424819538E1	-6.060989857E-2
4.428834637E1	-1.524135232E-2
4.432849738E1	1.813163102E-2
4.436864838E1	6.857263684E-2
4.440879937E1	7.919878185E-2
4.444895138E1	1.693236709E-2
4.448910237E1	-6.583906353E-2
4.452925338E1	-5.968837738E-3
4.456940438E1	-9.857236147E-3
4.460955538E1	3.007807732E-3
4.464970638E1	-2.513425648E-2
4.468985737E1	-3.322212517E-2
4.473000938E1	4.085800409E-2
4.477016037E1	6.580456495E-3
4.481031138E1	-5.568303466E-2
4.485046238E1	-1.233440906E-1
4.489061337E1	-6.438369155E-3
4.493076438E1	3.140539527E-3
4.497091687E1	1.570971429E-2
4.501106788E1	-1.193095118E-1
4.505121888E1	-1.023935169E-1
4.509136988E1	1.884674549E-2
4.513152088E1	7.123604357E-2
4.517167187E1	-6.946550667E-2
4.521182288E1	-5.539652109E-2
4.525197487E1	-6.033741832E-2
4.529212588E1	8.672005534E-3
4.533227688E1	-2.859522343E-2
4.537242788E1	-7.468823969E-2
4.541257888E1	-1.486286205E-1
4.545272987E1	6.452987194E-2
4.549288188E1	9.236144900E-2
4.553303288E1	-1.145071936E-1
4.557318388E1	-1.390514660E-1
4.561333488E1	-9.098969221E-2
4.565348587E1	3.968973041E-2
4.569363688E1	6.123438120E-2
4.573378788E1	-6.704943717E-2
4.577393988E1	-1.252748412E-1
4.581409088E1	-6.405507803E-2
4.585424188E1	3.968212903E-2
4.589439288E1	5.854875505E-2
4.593454387E1	1.558926165E-2
4.597469529E1	-1.129974425E-1
4.601484729E1	-1.150960082E-1
4.605499829E1	-4.251393557E-2
4.609514929E1	7.813283443E-2
4.613530029E1	-4.549952388E-2
4.617545129E1	-9.504356682E-2
4.621560229E1	-1.010369629E-1
4.625575329E1	-4.475751221E-2
4.629590529E1	1.020801061E-1
4.633605629E1	-1.344274879E-3
4.637620729E1	-8.741002679E-2
4.641635829E1	-7.005607545E-2
4.645650929E1	1.940690875E-3
4.649666029E1	7.723587155E-2
4.653681129E1	1.002996290E-1
4.657696329E1	-8.860285878E-2
4.661711429E1	-1.315565050E-1
4.665726529E1	-2.917468250E-2
4.669741629E1	6.991515756E-2
4.673756729E1	5.240274668E-3
4.677771829E1	-1.257338476E-1
4.681787029E1	-1.062661278E-1
4.685802129E1	-8.216507435E-3
4.689817229E1	9.599958658E-3
4.693832329E1	1.947298229E-2
4.697847363E1	-1.097101378E-1
4.701862462E1	-1.070250964E-1
4.705877563E1	6.794990838E-2
4.709892762E1	4.954404294E-2
4.713907863E1	1.138043582E-2
4.717922963E1	-1.245234740E-1
4.721938062E1	-3.844368875E-2
4.725953163E1	5.645135880E-2
4.729968262E1	1.377130383E-1
4.733983363E1	-2.844728887E-2
4.737998563E1	-2.125492126E-1
4.742013663E1	-1.068678063E-1
4.746028763E1	1.452916145E-2
4.750043862E1	1.350133789E-1
4.754058963E1	-8.975476027E-4
4.758074063E1	-1.281171727E-1
4.762089163E1	-1.080542064E-1
4.766104363E1	1.143873256E-1
4.770119462E1	1.022654629E-1
4.774134563E1	-3.963593602E-2
4.778149662E1	-1.221056503E-1
4.782164763E1	-7.075832605E-2
4.786179863E1	-4.592403173E-3
4.790194962E1	8.192124546E-2
4.794210163E1	-2.645982027E-2
4.798225304E1	-1.315284383E-1
4.802240404E1	-1.035325545E-1
4.806255504E1	4.541415453E-2
4.810270604E1	6.008131027E-2
4.814285704E1	1.352285564E-2
4.818300804E1	-1.193931270E-1
4.822315904E1	-6.056545973E-2
4.826331104E1	3.149310350E-2
4.830346204E1	6.098938286E-2
4.834361304E1	-6.067655683E-3
4.838376404E1	-9.797126770E-2
4.842391504E1	-5.470421076E-2
4.846406604E1	3.016987860E-2
4.850421704E1	5.412182808E-2
4.854436904E1	-5.110115647E-2
4.858452004E1	-1.379176909E-1
4.862467104E1	-3.597908735E-2
4.866482204E1	4.828806102E-2
4.870497304E1	4.723497748E-2
4.874512404E1	-7.400996268E-2
4.878527504E1	-9.572067440E-2
4.882542704E1	1.220781684E-2
4.886557804E1	5.981058419E-2
4.890572904E1	4.888506174E-2
4.894588004E1	-9.511373341E-2
4.898603125E1	-1.153228801E-1
4.902618225E1	-1.157397866E-2
4.906633325E1	1.203064620E-1
4.910648425E1	-2.787893951E-2
4.914663625E1	-1.100633097E-1
4.918678725E1	-5.992869794E-2
4.922693825E1	-5.112279117E-2
4.926708925E1	4.705780685E-2
4.930724025E1	-3.227487624E-2
4.934739125E1	-3.092650831E-2
4.938754225E1	-1.205052674E-2
4.942769425E1	-4.242798150E-2
4.946784525E1	-2.729831100E-2
4.950799625E1	1.193960506E-1
4.954814725E1	-1.220372379E-2
4.958829825E1	-1.000879598E-1
4.962844925E1	-7.507824898E-2
4.966860025E1	-2.071785450E-2
4.970875125E1	1.225354207E-1
4.974890325E1	-3.237837195E-2
4.978905425E1	-1.646920913E-1
4.982920525E1	-1.079682523E-1
4.986935625E1	4.485866904E-2
4.990950725E1	1.208923531E-1
4.994965750E1	-7.129860878E-2
4.998980850E1	-1.459728152E-1
5.002995950E1	3.397407711E-2
5.007011150E1	2.979214847E-2
5.011026250E1	5.180282235E-2
5.015041350E1	2.565173507E-3
5.019056450E1	-9.892144024E-2
5.023071550E1	-9.802155375E-2
5.027086650E1	5.929369032E-2
5.031101750E1	1.025607473E-1
5.035116850E1	-3.081833482E-2
5.039132050E1	-8.439344823E-2
5.043147150E1	-9.635919034E-2
5.047162250E1	1.815385044E-2
5.051177350E1	7.457246482E-2
5.055192450E1	-6.583672464E-2
5.059207550E1	-9.426764131E-2
5.063222650E1	-6.401063919E-2
5.067237750E1	7.684235394E-2
5.071252950E1	7.325625658E-2
5.075268050E1	-1.632349652E-1
5.079283150E1	-1.249193305E-1
5.083298250E1	-4.268467426E-3
5.087313350E1	2.312456846E-2
5.091328450E1	9.660769701E-3
5.095343575E1	-1.515399492E-1
5.099358675E1	-9.239594758E-2
5.103373875E1	1.328890854E-1
5.107388975E1	5.265300751E-2
5.111404075E1	7.165821254E-2
5.115419175E1	3.184686005E-2
5.119434275E1	9.635685146E-2
5.123449375E1	7.240607142E-2
5.127464475E1	1.273488486E-1
5.131479575E1	3.034003258E-2
5.135494775E1	-1.376165593E-1
5.139509875E1	-1.304203910E-1
5.143524975E1	-4.720632613E-2
5.147540075E1	1.940047681E-2
5.151555175E1	2.165516317E-2
5.155570275E1	-6.276986003E-2
5.159585375E1	1.181997102E-1
5.163600575E1	3.317885578E-2
5.167615675E1	4.799219191E-2
5.171630775E1	-1.358267266E-1
5.175645875E1	-3.404365897E-2
5.179660975E1	8.077636063E-2
5.183676075E1	-3.972130537E-2
5.187691175E1	-5.725593567E-2
5.191706275E1	-8.135757387E-2
5.195721475E1	9.370163083E-3
5.199736575E1	-3.224447072E-2
5.203751675E1	1.313594538E-1
5.207766775E1	-4.393480897E-2
5.211781875E1	-8.870343089E-2
5.215796975E1	-7.747326851E-2
5.219812075E1	2.012026906E-2
5.223827175E1	3.044235885E-2
5.227842375E1	-5.383472979E-2
5.231857475E1	-8.121841013E-2
5.235872575E1	-5.366691470E-2
5.239887675E1	1.412102580E-3
5.243902775E1	-3.082652092E-3
5.247917875E1	4.751038134E-2
5.251932975E1	-9.395539999E-2
5.255948075E1	-8.482204914E-2
5.259963275E1	-4.411782682E-2
5.263978375E1	2.847710967E-2
5.267993475E1	1.455371976E-2
5.272008575E1	-8.633355439E-2
5.276023675E1	-5.818564296E-2
5.280038775E1	-9.990552664E-3
5.284053875E1	5.571753323E-2
5.288069075E1	-5.087311506E-2
5.292084175E1	-8.216741323E-2
5.296099292E1	-7.914206386E-3
5.300114392E1	-5.955389142E-2
5.304129492E1	3.250233293E-2
5.308144592E1	7.830064952E-2
5.312159692E1	-2.783040762E-2
5.316174792E1	-1.140598816E-1
5.320189992E1	-4.446398199E-2
5.324205092E1	5.104209960E-2
5.328220192E1	-4.505221188E-2
5.332235292E1	-5.538950443E-2
5.336250392E1	-1.721946537E-2
5.340265492E1	3.157671869E-2
5.344280592E1	-4.940838754E-2
5.348295792E1	-1.251532191E-1
5.352310892E1	-2.103828192E-3
5.356325992E1	2.499918580E-2
5.360341092E1	-6.825454831E-2
5.364356192E1	-9.729591429E-2
5.368371292E1	-1.543489516E-2
5.372386392E1	6.015440047E-2
5.376401592E1	1.375440538E-2
5.380416692E1	-9.058564961E-2
5.384431792E1	-1.390830410E-1
5.388446892E1	-8.855023384E-3
5.392461992E1	1.043119884E-1
5.396477075E1	-6.272776008E-2
5.400492175E1	-1.242469007E-1
5.404507275E1	-1.121232837E-1
5.408522475E1	3.262804806E-2
5.412537575E1	1.065631664E-1
5.416552675E1	-3.384309947E-2
5.420567775E1	-1.573362941E-1
5.424582875E1	-8.393678069E-3
5.428597975E1	1.049230224E-1
5.432613075E1	-3.053182125E-2
5.436628175E1	-8.081085920E-2
5.440643375E1	-1.897596896E-2
5.444658475E1	-3.917400599E-2
5.448673575E1	-3.662988245E-2
5.452688675E1	-4.097260952E-2
5.456703775E1	-1.066736788E-1
5.460718875E1	-5.548013628E-2
5.464733975E1	3.148199379E-2
5.468749175E1	9.030089021E-2
5.472764275E1	1.375849843E-3
5.476779375E1	-8.978691995E-2
5.480794475E1	-6.449069560E-2
5.484809575E1	1.441104770E-2
5.488824675E1	4.763668120E-2
5.492839775E1	7.966246605E-3
5.496854842E1	-7.016132534E-2
5.500870042E1	-4.152692556E-3
5.504885142E1	-3.155216038E-2
5.508900242E1	2.832391262E-2
5.512915342E1	-6.746985197E-2
5.516930442E1	-1.737570298E-1
5.520945542E1	-3.604282200E-2
5.524960642E1	6.275231838E-2
5.528975842E1	5.780966699E-2
5.532990942E1	-1.480035532E-1
5.537006042E1	-1.680571640E-1
5.541021142E1	3.461727083E-2
5.545036242E1	3.251928985E-2
5.549051342E1	-4.772731304E-2
5.553066442E1	-3.262570918E-2
5.557081542E1	-3.906349361E-2
5.561096742E1	-1.092142940E-2
5.565111842E1	-2.034538686E-2
5.569126942E1	4.237594128E-2
5.573142042E1	-1.028525233E-3
5.577157142E1	-9.158669293E-2
5.581172242E1	4.057382941E-3
5.585187342E1	1.089681262E-1
5.589202542E1	-3.369399548E-2
5.593217642E1	-1.413055676E-1
5.597232813E1	1.241597772E-2
5.601247912E1	4.204674304E-2
5.605263013E1	-3.728477061E-2
5.609278113E1	-7.261832535E-2
5.613293213E1	-3.310693502E-3
5.617308413E1	-1.363453746E-2
5.621323513E1	-1.210858959E-1
5.625338613E1	-1.613580090E-1
5.629353712E1	8.217559934E-2
5.633368813E1	7.679323733E-2
5.637383913E1	-1.448788011E-1
5.641399013E1	-2.524997288E-1
5.645414213E1	-6.119111180E-3
5.649429312E1	9.625569463E-2
5.653444413E1	2.052080333E-2
5.657459513E1	-1.531134349E-1
5.661474613E1	-2.155435717E-1
5.665489713E1	7.095654666E-2
5.669504812E1	1.297859681E-1
5.673520013E1	1.887773573E-2
5.677535112E1	-1.313939524E-1
5.681550213E1	-1.225658262E-1
5.685565313E1	-2.168790758E-2
5.689580413E1	9.881677508E-2
5.693595513E1	4.687888205E-2
5.697610629E1	-1.373791623E-1
5.701625729E1	-1.598248690E-1
5.705640829E1	5.276527405E-3
5.709655929E1	-1.688266575E-2
5.713671029E1	4.239231348E-3
5.717686129E1	-7.343342721E-2
5.721701229E1	-8.645225286E-2
5.725716429E1	5.322720408E-3
5.729731529E1	1.132722616E-2
5.733746629E1	-1.003329581E-1
5.737761729E1	-1.470270681E-1
5.741776829E1	3.034529507E-2
5.745791929E1	2.240653038E-2
5.749807029E1	-1.546413124E-2
5.753822229E1	-6.215590239E-2
5.757837329E1	-7.621553242E-2
5.761852429E1	-2.891448140E-2
5.765867529E1	2.810756564E-3
5.769882629E1	-4.029725611E-2
5.773897729E1	1.943146706E-2
5.777912829E1	5.803536952E-2
5.781928029E1	-2.562834620E-2
5.785943129E1	-1.007767618E-1
5.789958229E1	-1.051124722E-1
5.793973329E1	-1.093429327E-3
5.797988450E1	7.285338342E-2
5.802003550E1	7.630324066E-2
5.806018750E1	1.043377161E-2
5.810033850E1	-1.338538760E-1
5.814048950E1	-1.902713209E-1
5.818064050E1	-6.904976964E-3
5.822079150E1	8.231417835E-2
5.826094250E1	7.004905879E-2
5.830109350E1	-7.363924921E-2
5.834124550E1	-1.694382763E-1
5.838139650E1	-9.638433337E-2
5.842154750E1	4.416051149E-2
5.846169850E1	1.055264550E-1
5.850184950E1	-4.461425543E-4
5.854200050E1	-5.747345209E-2
5.858215250E1	-9.802973986E-2
5.862230350E1	-1.045774519E-2
5.866245450E1	8.387246132E-3
5.870260550E1	2.411684096E-2
5.874275650E1	3.085400283E-2
5.878290750E1	-2.573827386E-2
5.882305850E1	4.525744915E-4
5.886321050E1	-7.168101668E-3
5.890336150E1	-1.659322858E-2
5.894351250E1	1.722706676E-2
5.898366525E1	1.827371836E-2
5.902381625E1	7.694935799E-4
5.906396725E1	-5.656011701E-3
5.910411925E1	1.546471596E-2
5.914427025E1	-5.202910960E-2
5.918442125E1	6.247983813E-2
5.922457225E1	1.159795225E-2
5.926472325E1	2.158792019E-3
5.930487425E1	-5.562865555E-2
5.934502525E1	-1.074127668E-1
5.938517725E1	-1.595178902E-2
5.942532825E1	6.111977577E-2
5.946547925E1	6.139284074E-2
5.950563025E1	2.786256731E-2
5.954578125E1	3.758882582E-2
5.958593225E1	2.202353776E-2
5.962608425E1	5.569355965E-2
5.966623525E1	7.230900764E-2
5.970638625E1	5.766641021E-2
5.974653725E1	-1.805620193E-2
5.978668825E1	8.939574122E-2
5.982683925E1	2.054132706E-1
5.986699025E1	2.108254534E-1
5.990714225E1	2.633632708E-1
5.994729325E1	2.314941913E-1
5.998744292E1	3.644154364E-1
6.002759392E1	4.374793196E-1
6.006774492E1	5.120295650E-1
6.010789592E1	5.624822652E-1
6.014804792E1	5.208530134E-1
6.018819892E1	6.212836200E-1
6.022834992E1	6.013644952E-1
6.026850092E1	4.909006512E-1
6.030865192E1	6.095985442E-1
6.034880292E1	6.527135736E-1
6.038895392E1	6.574954265E-1
6.042910592E1	6.589946526E-1
6.046925692E1	6.889364898E-1
6.050940792E1	7.128796685E-1
6.054955892E1	6.817414910E-1
6.058970992E1	6.628719413E-1
6.062986092E1	7.059846318E-1
6.067001292E1	7.416041154E-1
6.071016392E1	7.444464469E-1
6.075031492E1	6.990866715E-1
6.079046592E1	6.679578495E-1
6.083061692E1	6.738109124E-1
6.087076792E1	6.910221916E-1
6.091091892E1	6.456630009E-1
6.095107092E1	5.350401127E-1
6.099122150E1	5.438641459E-1
6.103137250E1	4.453730607E-1
6.107152350E1	3.838515812E-1
6.111167450E1	4.616879618E-1
6.115182550E1	5.420637882E-1
6.119197750E1	3.562977469E-1
6.123212850E1	1.085699308E-1
6.127227950E1	1.871553397E-1
6.131243050E1	2.968847734E-1
6.135258150E1	3.552563578E-1
6.139273250E1	5.010572648E-1
6.143288350E1	4.856387419E-1
6.147303550E1	3.380556035E-1
6.151318650E1	2.457005864E-1
6.155333750E1	1.617369086E-1
6.159348850E1	1.466195172E-1
6.163363950E1	1.213256317E-1
6.167379050E1	7.118634224E-2
6.171394250E1	9.362386286E-2
6.175409350E1	5.873937428E-2
6.179424450E1	-2.134584546E-2
6.183439550E1	-2.419110060E-2
6.187454650E1	-3.302215040E-2
6.191469750E1	-6.624719918E-2
6.195484850E1	-1.998753726E-2
6.199500063E1	1.204701841E-2
6.203515162E1	-4.277822971E-3
6.207530263E1	-2.644754112E-2
6.211545363E1	-1.882569551E-2
6.215560463E1	-2.766785502E-2
6.219575563E1	-6.465032458E-2
6.223590762E1	-8.920570672E-2
6.227605863E1	-1.690605462E-2
6.231620962E1	-3.621414542E-2
6.235636063E1	-3.890678823E-2
6.239651163E1	1.065947413E-3
6.243666262E1	-4.698237777E-2
6.247681363E1	-2.601777077E-2
6.251696562E1	-1.972090423E-2
6.255711663E1	-3.154631317E-2
6.259726763E1	-1.239200413E-2
6.263741863E1	-2.107336521E-2
6.267756963E1	-2.122363865E-2
6.271772062E1	6.285756826E-4
6.275787263E1	-2.645865083E-2
6.279802363E1	-3.079845428E-2
6.283817463E1	-7.300833464E-3
6.287832563E1	-3.094112635E-2
6.291847662E1	-5.399026573E-2
6.295862763E1	-1.956712246E-2
6.299877912E1	-1.912331879E-2
6.303893113E1	-2.375840664E-2
6.307908213E1	-3.469328463E-2
6.311923313E1	-4.037911713E-2
6.315938413E1	-4.487387180E-2
6.319953512E1	-1.778898418E-2
6.323968613E1	-1.194527686E-2
6.327983812E1	-4.083227634E-2
6.331998913E1	-2.766434669E-2
6.336014013E1	-6.550050974E-3
6.340029112E1	-6.091629267E-3
6.344044213E1	-5.190573335E-3
6.348059312E1	1.547173262E-3
6.352074413E1	-3.886936605E-2
6.356089613E1	5.280620456E-3
6.360104713E1	-2.376016080E-2
6.364119813E1	-2.555408657E-2
6.368134912E1	-4.173976421E-2
6.372150013E1	-6.763708234E-2
6.376165113E1	-3.097504020E-2
6.380180213E1	-1.225927234E-2
6.384195413E1	-3.905179918E-2
6.388210512E1	1.379475117E-2
6.392225613E1	-3.022074938E-2
6.396240713E1	-3.120658994E-3
6.400255750E1	-4.398801863E-2
6.404270850E1	-2.528043687E-2
6.408286050E1	-2.558449209E-2
6.412301150E1	-2.319415033E-2
6.416316250E1	-2.843208611E-2
6.420331350E1	-1.601844728E-2
6.424346450E1	-3.220412493E-2
6.428361550E1	-2.547514915E-2
6.432376650E1	-7.361644506E-3
6.436391850E1	-3.252338290E-2
6.440406950E1	-3.686610997E-2
6.444422050E1	-1.785622716E-2
6.448437150E1	-2.640427172E-2
6.452452250E1	-4.931775570E-2
6.456467350E1	-2.133415103E-2
6.460482450E1	-2.688081980E-2
6.464497650E1	-1.401577592E-2
6.468512750E1	-2.360462487E-2
6.472527850E1	-3.409043670E-2
6.476542950E1	-3.034938812E-2
6.480558050E1	-3.019677579E-2
6.484573150E1	-2.766083837E-2
6.488588250E1	-9.108207822E-3
6.492603450E1	-5.075967908E-3
6.496618625E1	-2.334617794E-2
6.500633725E1	-1.602546394E-2
6.504648825E1	-1.722297370E-2
6.508663925E1	-2.485768318E-2
6.512679025E1	-3.429158092E-2
6.516694125E1	-1.071537352E-1
6.520709325E1	7.011688650E-2
6.524724425E1	-2.029393137E-1